codigo,datetime,codigo_concorrente
hhmwLLCc2YVXXsbQAn39ut+f3mFf5oUaY2vQwKNWPtBrW09ZeHAKEO5E/VhAmvlc,2017-07-23 14:35:16,195655223793145
EaF39sN3Iqkk4LS080reir/8B46Ec7/DjpcBHAY+Ebm2RHK5wPbqLC6huNzK13Kq,2017-07-11 07:39:58.722,195655223793145
5e1XSuclPnh2fIWwcX/UjjXfMczbfTDmectEs2sw0+wFXX5FOGh9AxKT2/9MbY1S,2017-07-24 06:50:54.322,195655223793145
H2aFhvJGejb0Skauvef27nc0/hK0pWFS4zeAymSkWaY3jtWIMfC2N8jrmEC/q4dk,2017-07-28 18:09:27.034,195655223793145
+Q8UHNtAOiUutZrkEDhDTtBSSmfDJNh/q/xB5ZWnbkftzfFOiScay/zn0HgqXIjB,2017-07-13 19:58:28,195655223793145
5e1XSuclPnh2fIWwcX/UjjXfMczbfTDmectEs2sw0+wFXX5FOGh9AxKT2/9MbY1S,2017-07-24 06:50:54.322,195655223793145
6vE4Hcn1nL5BAnBApk9vdp66jJE9LS6knfe6sO2EQ/Ohdw8jQP1P2x5BdigO+0tj,2017-07-15 10:32:09.835,195655223793145
5JoQnvaZC37mvQoKsIMvKjDGPKJ68rONGVe3FYbJ74Ss69qbOzr7k54VFmitTxTq,2017-07-24 15:42:51.468,195655223793145
ncJVxaQ14W881D/gMcDn2ZJAZuJJzJT5++nBQiF5y5tH5OA8W98I15JeyyVhX0Tg,2017-06-30 18:40:11.338,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 19:51:16.096,195655223793145
P2JVzBr2jaSfutlZTHjCgLYc8FyE62ipHpDOBV2flPFLrYIvaIgSglGP5soT/qgC,2017-07-06 16:05:49.358,195655223793145
J4rY0xc8YEYP1IC4XVFTrYdUfNUwh04LO/xAQ0TZbLp7JySRPDmBSGXOrAW4z1po,2017-07-11 11:54:20.434,195655223793145
qKuNfr+XUwpuabJhTFTo3x0rYyXOALvVWeZf8tpOQsenvc/AUQ8vjnAGUg0zVBV9,2017-07-09 15:16:38.751,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 19:36:58.764,195655223793145
khC0AKXmSsbl8OLRrlfHCUrTHgN+I8gvjr9pAn/j0w2JUz99K4+NOFEuAVK/skz5,2017-07-09 18:51:00.357,195655223793145
m0k9bwQAcXCZ9zoTTjJwSyuYzQXI2rjQpuzvctUMaXdMbDEX0/kNbdiXYmFljOSa,2017-07-12 13:42:49.292,195655223793145
fktnPqZ947DQGCwrDkVaEt4VUI4V9zDvNmOyTLFwDaI9AydMPvQHXas2uUK27JRk,2017-07-15 16:12:12.491,195655223793145
g8saKAXyGmvtqvygYW/THYB/xIcbM3RTzYcshmNPVXv9BG34GJESg1PQybmNlNCY,2017-07-08 20:22:17.004,195655223793145
J4rY0xc8YEYP1IC4XVFTrYdUfNUwh04LO/xAQ0TZbLp7JySRPDmBSGXOrAW4z1po,2017-07-03 12:12:37.162,195655223793145
J4rY0xc8YEYP1IC4XVFTrYdUfNUwh04LO/xAQ0TZbLp7JySRPDmBSGXOrAW4z1po,2017-07-03 12:12:37.162,195655223793145
dhIu82KUAfQdndsHOfmBp4hBRM0qmduJUerv30kqHcaz4sHiDxS9XkkMdev/kZ21,2017-07-10 21:48:04.762,195655223793145
D5Ht40Gl8GCHiaHdYzvJvQaEz20lBMStcJnFOQKrPawzZjsBXqziuQbWfS1RrBe/,2017-07-21 16:00:09.074,195655223793145
313K3olLVX53H5Aq5MPOWIkJRa/5+VbvP1bxKFbaQp+sUrvb4MtlqgigGKQ4xC4n,2017-07-21 16:08:00.487,195655223793145
CSFBRR+gqqqLcDugWfKj9bnMcPzG/1JAwvZFzKnB6h4eP+y67ibo8nz0WD7tKeEX,2017-07-22 13:41:50.299,195655223793145
fktnPqZ947DQGCwrDkVaEt4VUI4V9zDvNmOyTLFwDaI9AydMPvQHXas2uUK27JRk,2017-07-20 19:07:56.326,195655223793145
owxTKq1QQPCAZiUoDv8hBuqPADTr1O+EpXmIpqCLnbfPAGfjkpKZiVy6GUZ4zhO9,2017-07-10 22:40:29.553,195655223793145
b4M+VOBs4m4nEwe9TNP+FfRU+sSjP72TxCHKQfd+adJI4aMqymgu/KRPJYYT7fWt,2017-07-09 13:56:05.073,195655223793145
P81+sl12QQbI8MK0QDYlw2O22q0kop0tJVwvrpoTZvVLOxMMub+BFbIiS08q4p3X,2017-07-22 08:19:47.901,195655223793145
lWS40xeeKyLuSBSVarIJq67JT/BTH9p4oXt0yzRDJYxABUw9UF9CBHTij6yWECWS,2017-07-30 08:56:02.199,195655223793145
uUjl583DrAJ2JJiYVB7FCS3oD3c/EDBg1LT0m5ZHIJ4Gx874cHwtNQddy6QhCYJl,2017-06-30 15:15:46.64,195655223793145
2t7isUFlLbSrINmosE6KKp5Gk+7T4Ajygdx9jublmgcQP07S06EApVItFgPHdBje,2017-07-03 12:05:10.105,195655223793145
9uZvi4ucrFbAELYR3/ID3Lh/wgbm2fR06LKQpSb85njg1YiBEv6+7LO50kpXxGVQ,2017-07-30 12:59:53,195655223793145
iSrE3yUlJVSGpFnipgatekCp4Y+1JLGwHefBQIz+q1u0/6Cf+fE6uEfj89Vxmj0S,2017-07-24 22:08:33.928,195655223793145
P2JVzBr2jaSfutlZTHjCgLYc8FyE62ipHpDOBV2flPFLrYIvaIgSglGP5soT/qgC,2017-07-06 07:43:39.707,195655223793145
ofTSSi32Hl/xT2QZR6YXo4fzs7oYv6mg+HZbjXhF+N4yTVYh+8yIhl/u7UbSL7hG,2017-07-15 14:48:09,195655223793145
+fC16v+hFlYBj5vHtSNeepd/MmudKncX2BSTb7Cncs4GAu/fKwQdOaLyQL+Yp9i8,2017-07-19 14:07:21.578,195655223793145
rcqgg+1QeGxsyEbcyTfHO+7G+Lzs/2f3fF7wiOX8iDtONvwKtNo6g3hU14VLEQcT,2017-07-07 07:51:20,195655223793145
5QSdvNq9ABIbIiPXFrMCmBFiYlkL1dG5wB9bTfmo3sxfL/oJaLwB6L1n+q7GSGpa,2017-07-09 11:38:03.761,195655223793145
mVAalYoUFz7DtvmZNkSDxfFktH1nDvHVWGKgyJKujlNGdTcV6gvYQBnsSj+z0Nbb,2017-07-10 15:42:44.777,195655223793145
QBrYZxed/MYwDsxyv/YQne33NpY+/IsIHRRrhckupjrQeGA0sTSeNQN2QueTQAuF,2017-07-27 18:32:48.803,195655223793145
IG1N3q+eo0RnntrehzZKG7UoqFW6tjj+K1CWU3qr4/YDczmfwKAyc0gC8Vm9TzTC,2017-07-09 18:25:06.101,195655223793145
kooYdPXgMJShDMfZy0fLLnviifHMQuTbHuauRLUcx6lAbEv/GJ5nKTYrIs6ymO1B,2017-07-09 11:01:25.303,195655223793145
zNaF0mwTzLnU1/bYDtHrFTmt4XvIYBlSP5i7JrY/6p77Qlgp2Wvr7GIIEDEciEFN,2017-07-10 08:20:16.753,195655223793145
qM9A9hufkdNtUQGcvwDQypHmshHxpSemteEVVT2N6tE972xYkQ6JzCtVIp/j3UQk,2017-07-18 19:33:43.203,195655223793145
mVAalYoUFz7DtvmZNkSDxfFktH1nDvHVWGKgyJKujlNGdTcV6gvYQBnsSj+z0Nbb,2017-07-10 15:54:53.439,195655223793145
PbqdcDJjyHnMB6EeVUGIwfU/05avZqgIuWlFYI5AotUWG3JzjE2vaICRMw2CAFTX,2017-07-06 17:22:44.06,195655223793145
zNaF0mwTzLnU1/bYDtHrFTmt4XvIYBlSP5i7JrY/6p77Qlgp2Wvr7GIIEDEciEFN,2017-07-10 08:20:16.753,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 19:46:34.877,195655223793145
X0vNVJ3o7lB+tNI1jve9E9KYHGqDJl8gIz/3OtwCWJF80v292Q+xpat5wUFJfJ4o,2017-07-09 12:19:20.649,195655223793145
8VFRttF8PNn+d/6kO587OyOm/jcVdR6mymbTTG+9XdnfGq6zF8SzhQsEl4fZh78U,2017-07-08 21:18:40.275,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 19:46:34.877,195655223793145
8VFRttF8PNn+d/6kO587OyOm/jcVdR6mymbTTG+9XdnfGq6zF8SzhQsEl4fZh78U,2017-07-08 21:18:40.275,195655223793145
byrluzHjCnsQ8mmcaTUqpP+lCLYf0ewRc8bzxX0eJM/+D6D3tC3RUxefCiY+Q7iW,2017-07-20 18:17:08.978,195655223793145
P81+sl12QQbI8MK0QDYlw2O22q0kop0tJVwvrpoTZvVLOxMMub+BFbIiS08q4p3X,2017-07-22 09:16:52.01,195655223793145
mVAalYoUFz7DtvmZNkSDxfFktH1nDvHVWGKgyJKujlNGdTcV6gvYQBnsSj+z0Nbb,2017-07-10 11:41:27.991,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 23:57:39.539,195655223793145
Tk/FR1GrEuHfhVJvsz81Mnz+QFyv6Zi5FkOXai0Tv3NdA0pHiPyCIYGYFqAG9AeU,2017-07-13 12:23:56.347,195655223793145
X0vNVJ3o7lB+tNI1jve9E9KYHGqDJl8gIz/3OtwCWJF80v292Q+xpat5wUFJfJ4o,2017-07-28 10:35:17.179,195655223793145
rITgS6kpKpJ+p+QsV5sipF8fHuArH5uD8URnOVZOe0eHH0FU1SJu7T9XxO84sDPl,2017-07-21 09:23:40.998,195655223793145
b4M+VOBs4m4nEwe9TNP+FfRU+sSjP72TxCHKQfd+adJI4aMqymgu/KRPJYYT7fWt,2017-07-09 14:02:40.677,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 23:57:39.539,195655223793145
Tk/FR1GrEuHfhVJvsz81Mnz+QFyv6Zi5FkOXai0Tv3NdA0pHiPyCIYGYFqAG9AeU,2017-07-13 12:23:56.347,195655223793145
FApAYxceWrkJeCFCDMFov2I3Rs6GiAjDpCIPoQYh02OMpjK1c4oyeQtbW6sD91LK,2017-07-29 22:20:35.186,195655223793145
P81+sl12QQbI8MK0QDYlw2O22q0kop0tJVwvrpoTZvVLOxMMub+BFbIiS08q4p3X,2017-07-22 09:16:52.01,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 19:36:10.881,195655223793145
kZBKg3U4FKuoXVr+YOZ8dzHMmd6Q7/Pyv1G5PEnASoFbMasrZrNpDYS55kZJ8I5Y,2017-07-07 19:36:10.881,195655223793145
TSL4paZRqAOOZMUke4f4mWoWvqqe4KF2L+t4cOMntyDu32QGUx71lHQZaNSbnIPf,2017-07-03 07:23:35,195655223793145
P81+sl12QQbI8MK0QDYlw2O22q0kop0tJVwvrpoTZvVLOxMMub+BFbIiS08q4p3X,2017-07-22 08:05:47.817,195655223793145
c3ah7yhSa5wQBfBlWXMrakm8mY35Ng/Z/kHfbHBxX7DAc21R2gh3PlqeNjBIGKiw,2017-07-09 10:29:33.891,195655223793145
xzJrqvQnYNevelHwFSoKchg16qtFN0nQv975+vrYCOdz6XxpnNObDgdOgDjbXrgn,2017-07-29 12:01:26.107,195655223793145
X0vNVJ3o7lB+tNI1jve9E9KYHGqDJl8gIz/3OtwCWJF80v292Q+xpat5wUFJfJ4o,2017-07-27 17:21:06.499,195655223793145
hdEXxAL+bEotKrqRT1pZSNEoL1XinWp2H7VVRXywpAULQf4536urNCojXyNQNITY,2017-07-30 15:25:51.959,195655223793145
b4M+VOBs4m4nEwe9TNP+FfRU+sSjP72TxCHKQfd+adJI4aMqymgu/KRPJYYT7fWt,2017-07-09 14:02:40.25,195655223793145
asVmdesvoHBuDAzHKUpkZRt2SeTRRilQcEK5w1DP7fHaloUOnTPoRsvwrdOzXZHg,2017-07-27 20:46:51.003,195655223793145
WR2VM5IEvEbP5v2d8Qhlk0m8rgayUXfpLC6R0pNiImZ2zz/b2EXEL3k5TwPMfcct,2017-07-12 13:30:30.038,195655223793145
asVmdesvoHBuDAzHKUpkZRt2SeTRRilQcEK5w1DP7fHaloUOnTPoRsvwrdOzXZHg,2017-07-02 13:01:28.036,195655223793145
N6gdzp3+8SClmvyVbx+Lij5B29KYn8t2iYLOq0fHifQMAKGHY63XXOK5SADJpRLV,2017-07-01 12:44:20.773,195655223793145
QzK8+qC9pE5+2gWfh6CSRNWJU+iN/5acsgCBc45Y9jdr6P7KdOcz62HGZZj5NjxW,2017-06-30 16:09:31.979,195655223793145
QzK8+qC9pE5+2gWfh6CSRNWJU+iN/5acsgCBc45Y9jdr6P7KdOcz62HGZZj5NjxW,2017-06-30 16:09:31.979,195655223793145
OdIppLig1C0LNuyERJ5lp2Y26NW4+m8tUgnbsO6UJNbBywvzxW6Yd0v85SSnhHW/,2017-07-29 12:44:15.691,195655223793145
xlcvO/NJbPD+2li1H0J403iltOJIEmBKwK9iSkVTw8ZydlAjxFaJxl2uu4rN7tOf,2017-07-23 17:06:07.146,195655223793145
b4M+VOBs4m4nEwe9TNP+FfRU+sSjP72TxCHKQfd+adJI4aMqymgu/KRPJYYT7fWt,2017-07-09 13:57:37.786,195655223793145
X0vNVJ3o7lB+tNI1jve9E9KYHGqDJl8gIz/3OtwCWJF80v292Q+xpat5wUFJfJ4o,2017-07-29 11:57:27.906,195655223793145
5e1XSuclPnh2fIWwcX/UjjXfMczbfTDmectEs2sw0+wFXX5FOGh9AxKT2/9MbY1S,2017-07-14 15:52:51.368,195655223793145
rCZWs6hUAmJq8kwSuLneFj9thXUKr6nviCcDWCGJ9jGG3/HgMPAI+LU2ZM9y5ODV,2017-07-25 19:02:20.383,195655223793145
b4M+VOBs4m4nEwe9TNP+FfRU+sSjP72TxCHKQfd+adJI4aMqymgu/KRPJYYT7fWt,2017-07-09 15:16:29.52,195655223793145
dhIu82KUAfQdndsHOfmBp4hBRM0qmduJUerv30kqHcaz4sHiDxS9XkkMdev/kZ21,2017-07-08 10:16:13.741,195655223793145
sUzL4h6FrHbFnN42pLffERpTKrFGrlZZNXx6DNC4Ntb1FCkztACt7JnXj3ZaEtyr,2017-07-09 13:06:07,195655223793145
b4M+VOBs4m4nEwe9TNP+FfRU+sSjP72TxCHKQfd+adJI4aMqymgu/KRPJYYT7fWt,2017-07-09 13:57:37.786,195655223793145
b4M+VOBs4m4nEwe9TNP+FfRU+sSjP72TxCHKQfd+adJI4aMqymgu/KRPJYYT7fWt,2017-07-09 17:57:41.394,195655223793145
dhIu82KUAfQdndsHOfmBp4hBRM0qmduJUerv30kqHcaz4sHiDxS9XkkMdev/kZ21,2017-07-08 10:16:13.741,195655223793145
tm2nrQ2KR78sAwzJZ5o6WlKax6vZqtkOtulP0ECOn6kNZoygIGiUvhrkTWmzbT4E,2017-07-22 14:45:30.45,195655223793145
TKCIqC1I2A5DVZXbEL/+InjuEVpj+8aQWUZDyZhuClS9bH5bt8X/d2JkOfBr5M6y,2017-07-21 12:16:29.447,195655223793145
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 09:16:59.996,104027309658909
FDcdw5Tlqh9gTTD03ZK6MZvb5LglHalNrdQNwbLXcn8IyvgfWxeTbgP6gf0lE6S4,2017-07-06 10:16:05.415,104027309658909
2rsY9l3MzE+KSP1ufwDf9JNQs8wG2SHq2M/WoTdTxywEPwlnBgB3EVomlLE/v8uj,2017-07-24 14:45:23.936,104027309658909
e+BQrcx2VAX2Db/kYjV61yiERHy0Oie0UCSFfCVBV+0tciqSK/3KMRVgLGMcbfEd,2017-07-23 11:20:56.24,104027309658909
pW/bycPSsBe/oUCSAhDJCB4ZoDJ0MwJ2XQxfsrNftHSclStkHG/mSbZdrffQTGEg,2017-07-22 18:23:42.999,104027309658909
2ONF4YVHwXRjbLNMhc0hD4KcxFl3zG803I9NK7XcBMWO50SV1uyaETcTqdDaXH0a,2017-07-29 13:25:59.822,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-10 14:10:09.884,104027309658909
M5nQhg1KyEOrqdbH8MuJvpDnlju3Y1DDQyx5sxteZQgjsvTBjSiGCwwz6pOXs40o,2017-07-03 20:22:00.547,104027309658909
Puh/03RDzhN6hR56Lca5UEKLuXzVf1s4jOp//nS1omZrOofZttmWME8KNBmjFhkN,2017-07-15 14:49:43.004,104027309658909
vxMwsgModEstTZiCwVMOrKrDgvszIAb93gju7f4e2XJunU+LV7ppCHOZTPIjbtms,2017-07-22 14:56:34.051,104027309658909
VMw1SzICIg3ukMCcVQ9VfW7WysBGNQp9EOMlvyr5KVgyp+2rxJy3VMMt9TtpZ4Wd,2017-07-29 16:37:28,104027309658909
3iJJyioGIpKqZ4XSajl+opfigLJdffLTgeQXN3Hv6K0yijlTjnNKfhnelsEhFiSF,2017-07-11 17:47:22.315,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-08 19:01:10.44,104027309658909
0Xy9SVYJh68GqTKW8lgnNjQroB4bTlgg6loNLSq9I0qZj53kWm3MqmWGaHHMdOQ3,2017-06-30 22:23:47,104027309658909
FDcdw5Tlqh9gTTD03ZK6MZvb5LglHalNrdQNwbLXcn8IyvgfWxeTbgP6gf0lE6S4,2017-07-06 10:16:50.177,104027309658909
FDcdw5Tlqh9gTTD03ZK6MZvb5LglHalNrdQNwbLXcn8IyvgfWxeTbgP6gf0lE6S4,2017-07-06 10:16:50.177,104027309658909
4NDLeRSzTN3geds6IXu8TTExHIlG5332rV6ssahr2JzuLlBfDJ/+d4DV7s45Vqy0,2017-07-15 18:45:39.205,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-08 21:10:25.164,104027309658909
tm2nrQ2KR78sAwzJZ5o6WlKax6vZqtkOtulP0ECOn6kNZoygIGiUvhrkTWmzbT4E,2017-07-25 13:38:09,104027309658909
43pRiy4UVjzw4Jiwd5UZQDQjWJfMuRvxKFikRU8aDx4r7yNubjShhdOKEcbxhQXg,2017-06-28 13:51:55,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 09:31:07.549,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 09:37:10.053,104027309658909
WSvRBFtBkBLqXiFob5aDA0Lw0+TYg/R9R5NJv+6md8KMqMzcDmwQ+841ZEzr04wg,2017-07-01 05:48:08,104027309658909
9gH/w0i0q/Y2FuBTIxK3AA7gzib9q6PrI9n6/Rus5OHw1fGCpsAmCyuisAOS/ToO,2017-07-14 13:14:22,104027309658909
TxGiuv7c0GofLnMauUBamMKVwcaZrTaxBqe8lbLUFlqKCVLPTwZmu3mpP2DyDxON,2017-07-01 18:56:52.058,104027309658909
sZfi1reIfmLHSwcJjmt+LOb/NfBnvRGHyhzY+Ua2t17w3Dejp390p+9kcVK8NWU6,2017-07-26 15:19:45.664,104027309658909
G9YbkxhyTq9BBqHYrGd8D8MIPhOdFLnCny8QN7iGSzth+tZ4ysRN4sT5gEdzdR6R,2017-06-09 19:48:41.512,104027309658909
0xMmWjY1WlwtiRmxQI93eYPBJ9Nrp3xi/m3Q6XledV0dZn8snWXyTcHYnbn6kXt4,2017-07-16 13:55:20,104027309658909
Iaitb3Mu2jkIJ1z3PsqvcF9eMgS4GtXrZhtbB7Cbi0vqvPZzbb2Yyp2kiYPt0WOz,2017-07-28 23:42:57,104027309658909
+sam6w3ekX3sSCf+52YPV1kAFBmw0Q6qBHhLLE/zWDr0P5qSpgSbVDq15l3qMHI7,2017-07-09 15:02:13.035,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 18:59:21.376,104027309658909
43pRiy4UVjzw4Jiwd5UZQDQjWJfMuRvxKFikRU8aDx4r7yNubjShhdOKEcbxhQXg,2017-07-05 13:58:37,104027309658909
0fkdR+UERVwVPOux+4erH29onmbEiD1f18w6pMGl41dg/7k9elm5znpwQvhddoOV,2017-07-20 14:31:40.637,104027309658909
him0sHvqxnmZJTMQv4efsZ75LYf4tvPKcu7YW9597G/Qvgq122kUof0tFY4amMkC,2017-07-24 16:10:42.631,104027309658909
ry8s3C2gwTkjmeCHEWJ8P50kekJOq7xGfVbcSPskGm3k00SWJQ7scLSuZooje6fx,2017-07-29 19:17:04.315,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 09:18:28.964,104027309658909
Pw9Ov0GVlEQwLwV0MrcFwZ65mJIX+blKj+HUDXcI1fLnCXVdOqPwApZRf+fXM0xM,2017-07-09 13:10:17.248,104027309658909
+sam6w3ekX3sSCf+52YPV1kAFBmw0Q6qBHhLLE/zWDr0P5qSpgSbVDq15l3qMHI7,2017-07-09 16:40:26.925,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-08 21:00:00.149,104027309658909
0Xy9SVYJh68GqTKW8lgnNjQroB4bTlgg6loNLSq9I0qZj53kWm3MqmWGaHHMdOQ3,2017-07-01 14:22:37,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-08 18:25:17.508,104027309658909
jEPhZVK0EyYS4+m4u0J1/cVl2ZTxRSs376nIgPg+pdraltwcGvfWqhokV+syktVD,2017-07-09 16:26:18.451,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 10:02:54.304,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-08 21:24:22.369,104027309658909
OSC1yZXisVmT7ozRRUy7IOIJSwnGFkoje+xpeWpSF3m+ae6lICpgipGabIhl5BJS,2017-07-02 13:04:11,104027309658909
2ONF4YVHwXRjbLNMhc0hD4KcxFl3zG803I9NK7XcBMWO50SV1uyaETcTqdDaXH0a,2017-07-29 13:26:01,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 18:49:02.32,104027309658909
43pRiy4UVjzw4Jiwd5UZQDQjWJfMuRvxKFikRU8aDx4r7yNubjShhdOKEcbxhQXg,2017-06-21 14:56:18,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-09 09:51:39.691,104027309658909
Y1/GYjdbmQBYS4smUoylXrBLx8P/OPOtbNBQadSqYB+YvpT8s2tJutT7HT67DcZz,2017-07-23 08:59:39.927,104027309658909
Y1/GYjdbmQBYS4smUoylXrBLx8P/OPOtbNBQadSqYB+YvpT8s2tJutT7HT67DcZz,2017-07-23 08:59:39.927,104027309658909
9gH/w0i0q/Y2FuBTIxK3AA7gzib9q6PrI9n6/Rus5OHw1fGCpsAmCyuisAOS/ToO,2017-07-14 13:12:18,104027309658909
xoTnt2AUAdFkoFdM1ing6s9Dw95B4tT1CaGM4PSLkB3Hq+Tfu/xJc3xxFsO/rCWg,2017-07-08 21:23:20.58,104027309658909
Z9kBEe0qdQQjET6Ix6l8oNYWxW5jwwevhRZOUWJEmivKpRacJ5mPwBipn+vmC/Q0,2017-07-03 11:25:40.912,104027309658909
2ONF4YVHwXRjbLNMhc0hD4KcxFl3zG803I9NK7XcBMWO50SV1uyaETcTqdDaXH0a,2017-07-29 13:27:06,104027309658909
rd+zYKDK0L5+UFgtvn5x1B0o9jNRUxOUDp5pE1Uu7rvwzewkkcgzp229g8/LL3I5,2017-07-02 12:56:08.482,104027309658909
Xao6Gp8ncwtac6MuOprLqkNJTChDxlKTM+GoRZZgbyuEbDj+L/Js3/gUv5fR6V9Y,2017-07-23 15:07:52.6,104027309658909
97YZF4fEYjpy1T4VTddWqbn7n2PgDRh+NtWk8VIzQt9l921e8Stj7dDbQVhIorRO,2017-07-29 08:49:59.182,104027309658909
0q0C456jUsoq/elckYb1syov3/Gfk/iQLIaKMD+GnswueHQ3Tk5iJMtCeSxEv6CD,2017-06-30 21:15:29.654,104027309658909
0q0C456jUsoq/elckYb1syov3/Gfk/iQLIaKMD+GnswueHQ3Tk5iJMtCeSxEv6CD,2017-06-30 21:15:29.654,104027309658909
hQkbG/fmlg82IO39idu3oLnVNp9eFlQ/Eq8sNk8EeJ1+6jtCk3S/VwpTRBM4Szr0,2017-07-16 17:45:48,925770857563321
eUJKdA3QwQiEyO9MBHrToP1ksrpTs02qWITaGhs9HOGaPMUq9pyssLruDmzdDAVy,2017-07-23 08:33:42,925770857563321
8lYaqAlSnTxg9bUPt/RWSKAoA1ezECjbWBZ9a6kVzDL8YNxxxGqt5fNiIzu3l+Yl,2017-07-20 13:43:08,925770857563321
rsJrB/L1a8jQ0x8l7q8eLli/47s8GMS9+NcAr85QXbt5HnMYdQt9KbdNccCMvuIC,2017-07-23 08:09:32,925770857563321
W9bucVm6LEnO724QfJXjEUg+1u8/czhIJIR37+qYE0zqJl/MLXt8ziFAo52uS/1T,2017-07-22 17:40:43,925770857563321
au1rWxq7FpaSEDzwo9mFK7VOlSHJMxjssfFl3mxdnS/ETlBhbwZBTXH0OvcJUiPo,2017-07-30 16:35:56,925770857563321
78zsYSkGXqrq1OEfyhMDNSSRkR4OWRvtJLNejLzgJ/WqAfinItk9o7SGCcdxoj87,2017-07-02 09:55:34.999,925770857563321
7uWsUfiOe+jrSfpsWw/lFyp1zaRhb662JWVmS7qHglT4CIGlImWbk9Kk8JGaWWPe,2017-07-23 08:33:50,925770857563321
XCYV+E5r2cMZtEfKT2jNDKceKBriIpGQBG+5jPI4fx3SvO7RamjD7MEFNC2K2tL3,2017-07-29 13:26:33,925770857563321
xuLXb3CWT8be8/vYmO2uQR95gNnlz+OGM7iqXv0R06RHUYFN8EnbxDc6weDfMD8d,2017-07-26 07:46:01,925770857563321
78zsYSkGXqrq1OEfyhMDNSSRkR4OWRvtJLNejLzgJ/WqAfinItk9o7SGCcdxoj87,2017-07-02 09:56:26.999,925770857563321
au1rWxq7FpaSEDzwo9mFK7VOlSHJMxjssfFl3mxdnS/ETlBhbwZBTXH0OvcJUiPo,2017-07-30 16:35:26,925770857563321
xuLXb3CWT8be8/vYmO2uQR95gNnlz+OGM7iqXv0R06RHUYFN8EnbxDc6weDfMD8d,2017-07-26 07:46:00,925770857563321
nV7jpIH/b1SVIOVWiv7P9cc+ptf6N3wm+wkRHPfCyjPqJdIbjhf4907GDjgXdtiY,2017-07-20 06:50:28.813,557361084467209
nV7jpIH/b1SVIOVWiv7P9cc+ptf6N3wm+wkRHPfCyjPqJdIbjhf4907GDjgXdtiY,2017-07-20 06:50:28.813,557361084467209
