codigo_concorrente;dias_semana;manha;tarde;noite
199103773490349;4;2.5;4.75;3.0
199103773490349;5;2.25;5.25;13.5
199103773490349;6;4.5;7.75;14.6
199980963413007;0;1.0;;1.0
199980963413007;1;1.3333333333333333;1.0;1.0
199980963413007;2;1.0;1.5;2.0
199980963413007;3;2.0;1.0;2.0
199980963413007;4;2.5;1.0;1.0
199980963413007;5;1.0;2.6666666666666665;13.5
199980963413007;6;3.0;1.6666666666666667;1.5
200047133436960;0;4.0;10.25;4.5
200047133436960;1;4.25;18.0;5.5
200047133436960;2;5.333333333333333;11.8;5.666666666666667
200047133436960;3;3.25;7.6;1.3333333333333333
200047133436960;4;6.333333333333333;12.25;
200047133436960;5;4.333333333333333;10.0;3.0
200047133436960;6;5.5;7.8;6.0
200302970147733;0;1.5;1.5;1.8
200302970147733;1;2.5;1.0;2.5
200302970147733;2;2.5;2.0;2.5
200302970147733;3;12.666666666666666;27.5;4.0
200302970147733;4;20.666666666666668;16.5;1.0
200302970147733;5;15.0;12.5;2.3333333333333335
200302970147733;6;13.25;9.0;1.5
202417899940760;0;3.0;;3.5
202417899940760;1;3.3333333333333335;6.0;6.0
202417899940760;2;2.6666666666666665;1.0;1.0
202417899940760;3;7.0;4.0;2.5
202417899940760;4;5.0;4.0;2.5
202417899940760;5;3.5;1.0;2.0
202417899940760;6;1.0;1.0;5.0
202489873467640;0;13.0;5.333333333333333;7.0
202489873467640;1;5.333333333333333;4.333333333333333;3.5
202489873467640;2;1.0;;1.75
202489873467640;3;1.0;2.5;2.0
202489873467640;4;1.0;;2.5
202489873467640;5;;2.0;
202489873467640;6;3.0;2.5;5.333333333333333
202745783233298;0;17.666666666666668;12.666666666666666;5.0
202745783233298;1;10.666666666666666;5.0;5.75
202745783233298;2;5.4;6.75;4.333333333333333
202745783233298;3;4.5;4.25;3.0
202745783233298;4;5.5;6.0;1.75
202745783233298;5;3.6666666666666665;4.333333333333333;2.0
202745783233298;6;3.0;4.4;24.0
203543020089370;0;3.5;4.0;1.6666666666666667
203543020089370;1;2.0;4.5;2.0
203543020089370;2;2.6;4.25;1.3333333333333333
203543020089370;3;4.333333333333333;2.0;2.5
203543020089370;4;2.0;1.5;1.0
203543020089370;5;3.0;3.0;2.5
203543020089370;6;2.75;2.0;1.75
204673473044804;0;10.0;7.25;3.75
204673473044804;1;5.75;8.333333333333334;6.4
204673473044804;2;6.166666666666667;7.333333333333333;2.5
204673473044804;3;5.5;1.0;3.0
204673473044804;4;6.5;8.0;15.0
204673473044804;5;9.666666666666666;4.5;3.5
204673473044804;6;7.0;8.0;1.0
205762999487267;0;6.0;8.8;2.0
205762999487267;1;2.0;18.75;
205762999487267;2;1.0;1.3333333333333333;6.0
205762999487267;3;2.0;8.0;4.0
205762999487267;4;4.666666666666667;3.75;3.5
205762999487267;5;5.0;4.0;3.5
205762999487267;6;7.0;6.25;
206310496050931;0;9.8;12.6;10.2
206310496050931;1;4.75;12.6;3.8
206310496050931;2;9.6;10.4;8.6
206310496050931;3;9.25;9.6;5.5
206310496050931;4;8.25;12.0;8.25
206310496050931;5;8.5;12.6;4.75
206310496050931;6;11.75;10.4;7.0
206598359366197;0;1.0;2.0;5.2
206598359366197;1;4.5;1.3333333333333333;7.666666666666667
206598359366197;2;2.3333333333333335;1.5;1.5
206598359366197;3;4.5;1.75;5.333333333333333
206598359366197;4;3.75;2.5;4.666666666666667
206598359366197;5;2.6666666666666665;1.5;2.5
206598359366197;6;2.75;2.0;4.5
208555859311761;0;9.5;10.8;3.5
208555859311761;1;8.25;3.0;2.25
208555859311761;2;8.4;8.0;3.75
208555859311761;3;5.25;9.0;4.0
208555859311761;4;3.75;9.25;4.5
208555859311761;5;8.0;7.25;5.75
208555859311761;6;5.25;9.4;4.8
209877689081420;0;3.0;1.5;2.0
209877689081420;1;2.0;4.0;2.0
209877689081420;2;1.5;2.0;
209877689081420;3;;7.75;1.0
209877689081420;4;5.0;3.0;2.0
209877689081420;5;;4.333333333333333;2.0
209877689081420;6;1.6666666666666667;4.5;4.0
210593539113490;0;;6.0;3.0
210593539113490;1;;3.0;4.0
210593539113490;2;2.0;3.5;3.0
210593539113490;3;1.0;;4.0
210593539113490;4;8.0;2.5;1.0
210593539113490;5;3.0;2.0;
210593539113490;6;1.5;1.0;
211244055560400;0;2.3333333333333335;4.25;4.2
211244055560400;1;1.5;13.8;1.3333333333333333
211244055560400;2;2.8333333333333335;4.0;2.5
211244055560400;3;2.25;2.6666666666666665;1.0
211244055560400;4;4.333333333333333;4.333333333333333;1.75
211244055560400;5;7.0;2.3333333333333335;6.666666666666667
211244055560400;6;3.25;1.5;2.5
211439179270094;0;3.4;5.2;2.25
211439179270094;1;1.2;2.3333333333333335;1.5
211439179270094;2;3.25;2.25;4.25
211439179270094;3;1.75;3.25;1.6666666666666667
211439179270094;4;4.0;2.75;1.6666666666666667
211439179270094;5;3.0;3.6;1.75
211439179270094;6;2.6;4.8;1.5
211569545688921;0;3.6;5.0;2.4
211569545688921;1;3.75;1.8;2.0
211569545688921;2;3.6;2.2;1.6666666666666667
211569545688921;3;2.25;3.75;3.25
211569545688921;4;3.75;3.5;2.5
211569545688921;5;3.25;2.75;1.6666666666666667
211569545688921;6;6.333333333333333;3.25;2.0
211610438852574;0;;1.0;1.0
211610438852574;1;1.5;2.0;1.5
211610438852574;2;2.0;2.0;
211610438852574;3;2.0;2.0;1.0
211610438852574;4;2.0;2.0;
211610438852574;5;1.0;3.0;
211610438852574;6;1.0;;1.0
214796825274730;1;;;1.0
214796825274730;2;2.0;;
214796825274730;5;;;1.0
217592168605409;0;7.0;10.0;13.5
217592168605409;1;8.285714285714286;13.2;3.6
217592168605409;2;6.8;12.6;3.2
217592168605409;3;5.25;12.0;10.0
217592168605409;4;6.25;11.8;28.25
217592168605409;5;7.5;9.75;10.666666666666666
217592168605409;6;11.25;10.2;22.333333333333332
217753541747724;0;3.6;2.6666666666666665;2.6
217753541747724;1;2.8;4.5;3.25
217753541747724;2;3.0;2.0;1.5
217753541747724;3;3.3333333333333335;2.0;1.0
217753541747724;4;3.0;3.75;1.0
217753541747724;5;1.75;3.0;2.0
217753541747724;6;2.0;5.0;2.0
219154511429590;0;5.6;1.5;1.5
219154511429590;1;3.0;1.6666666666666667;2.0
219154511429590;2;2.0;3.0;4.75
219154511429590;3;1.75;1.8;1.3333333333333333
219154511429590;4;8.5;2.0;3.0
219154511429590;5;3.6666666666666665;2.0;1.5
219154511429590;6;2.3333333333333335;2.6;3.6666666666666665
219328341485725;0;1.5;9.0;9.666666666666666
219328341485725;1;;4.333333333333333;2.0
219328341485725;2;2.0;4.0;
219328341485725;3;1.6666666666666667;2.3333333333333335;
219328341485725;4;7.0;5.0;
219328341485725;5;6.0;1.5;
219328341485725;6;1.0;2.0;1.0
221432501341992;0;1.0;;1.0
221432501341992;1;2.5;;2.0
221432501341992;2;1.0;1.5;
221432501341992;3;;;1.0
221432501341992;4;1.0;;
221432501341992;5;;1.0;2.0
221432501341992;6;;1.6666666666666667;1.0
221630384972651;0;1.0;1.75;2.0
221630384972651;1;3.6666666666666665;3.25;4.666666666666667
221630384972651;2;4.333333333333333;1.6666666666666667;2.0
221630384972651;3;4.5;2.0;2.25
221630384972651;4;2.0;2.0;3.3333333333333335
221630384972651;5;2.0;1.0;1.0
221630384972651;6;3.6666666666666665;1.5;4.0
221976217926009;0;4.0;7.25;4.75
221976217926009;1;1.5;6.2;6.333333333333333
221976217926009;2;1.25;1.8;1.0
221976217926009;3;1.0;2.0;2.0
221976217926009;4;1.0;2.5;5.333333333333333
221976217926009;5;2.0;3.6666666666666665;8.5
221976217926009;6;2.0;2.0;6.5
222290101477190;0;6.0;6.0;8.6
222290101477190;1;8.4;13.8;13.6
222290101477190;2;4.2;9.25;7.666666666666667
222290101477190;3;6.0;7.0;6.333333333333333
222290101477190;4;4.25;4.75;9.0
222290101477190;5;3.75;4.2;9.2
222290101477190;6;3.0;5.25;10.0
222565644522319;0;6.2;3.0;3.5
222565644522319;1;7.75;3.0;2.3333333333333335
222565644522319;2;1.75;5.333333333333333;2.0
222565644522319;3;3.0;3.0;1.0
222565644522319;4;3.5;4.0;2.3333333333333335
222565644522319;5;5.0;1.0;2.0
222565644522319;6;4.25;6.0;3.0
223096017713183;0;2.0;3.4;1.5
223096017713183;1;2.0;2.8;2.5
223096017713183;2;2.0;3.6;1.5
223096017713183;3;1.5;3.6666666666666665;1.5
223096017713183;4;1.0;5.0;2.4
223096017713183;5;1.8;1.5;2.5
223096017713183;6;3.0;2.25;4.0
223277087685758;0;8.25;9.0;7.8
223277087685758;1;4.0;6.0;3.6666666666666665
223277087685758;2;5.4;7.5;7.75
223277087685758;3;11.0;5.5;3.5
223277087685758;4;1.75;11.5;3.25
223277087685758;5;12.75;19.25;5.2
223277087685758;6;6.75;12.2;4.25
223513841063502;0;3.6666666666666665;12.0;3.0
223513841063502;1;3.0;1.75;1.0
223513841063502;2;4.5;3.6666666666666665;
223513841063502;3;4.0;1.0;2.0
223513841063502;4;8.0;10.0;3.0
223513841063502;5;6.25;5.333333333333333;3.0
223513841063502;6;5.0;3.3333333333333335;1.0
223986121116140;0;3.8;3.25;3.0
223986121116140;1;3.75;3.4;6.6
223986121116140;2;6.75;2.6666666666666665;2.6666666666666665
223986121116140;3;3.25;2.0;4.0
223986121116140;4;5.0;5.0;2.0
223986121116140;5;8.25;4.75;2.6
223986121116140;6;4.166666666666667;8.25;3.2
224776560981250;0;5.75;4.4;2.0
224776560981250;1;2.0;5.5;2.5
224776560981250;2;3.3333333333333335;;4.0
224776560981250;3;3.0;1.0;4.75
224776560981250;4;1.6666666666666667;1.0;4.0
224776560981250;5;5.0;1.0;3.6666666666666665
224776560981250;6;2.6666666666666665;2.0;3.6666666666666665
226152074079389;0;1.75;3.0;1.0
226152074079389;1;1.75;1.6666666666666667;1.0
226152074079389;2;1.0;1.0;1.0
226152074079389;3;1.5;3.6666666666666665;1.0
226152074079389;4;1.0;2.0;3.0
226152074079389;5;1.0;2.0;1.0
226152074079389;6;1.0;1.2;1.0
228692757170991;0;2.0;;
228692757170991;1;8.0;;
228692757170991;2;;;1.0
228692757170991;5;3.0;;
229224450619918;0;3.0;1.0;2.6666666666666665
229224450619918;1;3.6666666666666665;6.0;1.5
229224450619918;2;2.3333333333333335;1.25;1.0
229224450619918;3;2.3333333333333335;1.0;2.0
229224450619918;4;1.6666666666666667;2.0;1.3333333333333333
229224450619918;5;1.0;3.5;1.0
229224450619918;6;1.3333333333333333;1.0;1.0
230181670401652;0;1.0;6.4;6.666666666666667
230181670401652;1;1.75;1.0;
230181670401652;2;1.0;2.6666666666666665;5.0
230181670401652;3;1.6666666666666667;3.3333333333333335;2.3333333333333335
230181670401652;4;1.0;4.0;26.666666666666668
230181670401652;5;3.0;7.5;38.5
230181670401652;6;1.5;2.75;5.0
233932446645779;0;6.0;9.2;3.8
233932446645779;1;2.8;5.0;4.0
233932446645779;2;12.0;11.8;3.3333333333333335
233932446645779;3;9.5;13.0;3.5
233932446645779;4;10.166666666666666;13.333333333333334;5.0
233932446645779;5;8.0;9.0;5.75
233932446645779;6;8.166666666666666;8.2;4.666666666666667
235593966517796;0;4.5;4.2;5.2
235593966517796;1;2.5;3.6;4.4
235593966517796;2;3.3333333333333335;3.2;9.5
235593966517796;3;3.75;5.25;3.25
235593966517796;4;2.3333333333333335;3.5;2.0
235593966517796;5;2.0;4.25;2.6666666666666665
235593966517796;6;2.25;4.0;8.8
236041433192068;0;1.0;2.0;3.8
236041433192068;1;4.0;2.8;2.75
236041433192068;2;1.0;2.0;1.0
236041433192068;3;3.0;3.25;2.6666666666666665
236041433192068;4;1.3333333333333333;1.6666666666666667;1.75
236041433192068;5;4.666666666666667;3.5;
236041433192068;6;2.5;2.4;1.2
236063623403835;0;6.25;3.5;2.0
236063623403835;1;2.0;1.8333333333333333;1.0
236063623403835;2;2.5;6.0;1.3333333333333333
236063623403835;3;6.25;8.0;3.0
236063623403835;4;5.0;4.2;2.6666666666666665
236063623403835;5;3.2;4.0;1.0
236063623403835;6;3.75;4.0;3.0
237309769755250;0;10.0;5.5;4.0
237309769755250;1;3.5;2.0;
237309769755250;2;1.0;2.0;2.5
237309769755250;3;2.0;;
237309769755250;4;1.0;1.0;4.0
237309769755250;5;2.0;1.5;
237309769755250;6;1.5;1.0;
237673006379029;0;19.0;7.5;4.0
237673006379029;1;17.5;7.666666666666667;4.75
237673006379029;2;15.166666666666666;5.6;2.5
237673006379029;3;11.5;7.0;2.5
237673006379029;4;9.0;15.5;2.5
237673006379029;5;11.25;5.0;2.5
237673006379029;6;7.0;8.0;5.75
238504283245853;0;1.0;2.0;1.0
238504283245853;1;1.0;1.0;3.0
238504283245853;2;6.0;1.5;1.0
238504283245853;3;;2.0;1.0
238504283245853;4;;2.5;3.0
238504283245853;5;2.0;2.0;2.0
238504283245853;6;;1.5;1.6666666666666667
239510719428789;0;3.8;4.4;4.0
239510719428789;1;4.25;1.6666666666666667;3.75
239510719428789;2;4.0;5.333333333333333;1.75
239510719428789;3;5.25;4.75;3.0
239510719428789;4;5.2;4.333333333333333;3.3333333333333335
239510719428789;5;7.5;6.75;4.5
239510719428789;6;6.2;7.0;6.6
239837316084520;0;3.0;6.0;
239837316084520;1;;1.0;
239837316084520;2;13.0;19.666666666666668;5.333333333333333
239837316084520;3;8.75;20.5;1.0
239837316084520;4;12.5;24.0;1.5
239837316084520;5;8.4;12.6;2.5
239837316084520;6;9.25;12.5;
239871489530314;0;;3.0;
239871489530314;1;1.3333333333333333;3.0;
239871489530314;2;1.0;4.0;
239871489530314;3;2.5;1.0;1.0
239871489530314;4;3.0;1.0;
239871489530314;5;4.0;4.0;
239871489530314;6;2.0;;
241866802670645;0;8.2;6.0;4.75
241866802670645;1;5.6;7.25;4.75
241866802670645;2;7.4;6.25;6.0
241866802670645;3;4.25;2.25;4.75
241866802670645;4;3.2;5.25;5.666666666666667
241866802670645;5;6.25;4.5;4.25
241866802670645;6;2.2;2.8;4.4
242386695790058;0;2.25;2.5;1.4
242386695790058;1;1.75;1.8;1.0
242386695790058;2;2.5;1.5;2.0
242386695790058;3;2.0;1.0;1.3333333333333333
242386695790058;4;1.0;3.0;1.0
242386695790058;5;1.3333333333333333;1.5;1.0
242386695790058;6;3.3333333333333335;2.0;1.0
244533565718953;0;12.8;12.166666666666666;12.8
244533565718953;1;18.4;10.0;4.0
244533565718953;2;3.0;2.6;2.25
244533565718953;3;3.3333333333333335;7.5;4.5
244533565718953;4;18.25;6.5;7.75
244533565718953;5;4.5;5.2;6.4
244533565718953;6;9.0;5.4;11.4
246714052171579;0;14.2;18.6;14.0
246714052171579;1;7.2;20.0;5.333333333333333
246714052171579;2;2.6;10.166666666666666;6.5
246714052171579;3;9.25;14.6;13.6
246714052171579;4;4.0;11.25;13.0
246714052171579;5;8.75;20.0;19.666666666666668
246714052171579;6;7.6;12.666666666666666;8.142857142857142
249824961700827;0;;1.0;2.0
249824961700827;6;3.0;;
252102171897833;0;1.0;1.0;2.0
252102171897833;1;1.0;;
252102171897833;2;;2.5;
252102171897833;3;1.0;1.0;3.0
252102171897833;4;1.0;1.0;
252102171897833;5;1.0;2.0;
252102171897833;6;2.0;1.5;
253227831509787;0;1.3333333333333333;1.6666666666666667;1.5
253227831509787;1;1.0;1.0;1.5
253227831509787;2;1.6666666666666667;1.5;1.5
253227831509787;3;4.0;2.0;2.0
253227831509787;4;2.0;2.0;3.0
253227831509787;5;3.5;2.5;1.3333333333333333
253227831509787;6;1.25;1.25;1.0
255056201353993;0;10.166666666666666;11.2;18.6
255056201353993;1;8.333333333333334;10.4;10.4
255056201353993;2;9.8;3.8;12.5
255056201353993;3;8.4;8.25;19.5
255056201353993;4;9.5;7.0;12.25
255056201353993;5;11.75;6.6;17.2
255056201353993;6;9.75;7.6;16.0
255651904537854;0;8.833333333333334;43.857142857142854;52.6
255651904537854;1;17.0;48.833333333333336;31.5
255651904537854;2;13.8;44.4;44.0
255651904537854;3;4.8;16.75;25.25
255651904537854;4;7.75;36.166666666666664;44.25
255651904537854;5;8.2;36.666666666666664;51.6
255651904537854;6;10.6;36.333333333333336;51.0
256312394813386;0;17.6;6.2;6.0
256312394813386;1;5.25;8.0;3.75
256312394813386;2;18.333333333333332;13.25;12.0
256312394813386;3;10.25;14.75;25.75
256312394813386;4;5.333333333333333;5.0;6.25
256312394813386;5;17.75;7.0;9.5
256312394813386;6;31.333333333333332;8.4;4.0
259330914403914;0;4.0;1.6666666666666667;1.75
259330914403914;1;1.0;3.5;1.0
259330914403914;2;2.0;1.75;2.0
259330914403914;3;1.0;1.5;2.0
259330914403914;4;3.0;3.25;2.0
259330914403914;5;4.0;3.0;1.3333333333333333
259330914403914;6;1.0;2.0;1.0
260658390667034;0;1.2;3.6;2.75
260658390667034;1;2.0;2.25;2.75
260658390667034;2;2.25;1.5;2.0
260658390667034;3;1.6666666666666667;2.6666666666666665;2.75
260658390667034;4;4.0;3.0;2.3333333333333335
260658390667034;5;3.75;3.25;3.0
260658390667034;6;2.3333333333333335;2.5;3.4
260769430702649;0;13.4;32.8;13.2
260769430702649;1;4.0;24.2;12.0
260769430702649;2;9.4;23.8;15.6
260769430702649;3;9.0;20.8;11.5
260769430702649;4;5.2;24.25;15.25
260769430702649;5;7.75;29.5;10.166666666666666
260769430702649;6;12.25;32.6;13.0
262487617195633;0;7.166666666666667;40.0;28.142857142857142
262487617195633;1;7.2;29.571428571428573;29.6
262487617195633;2;4.75;13.8;38.5
262487617195633;3;7.0;19.6;25.0
262487617195633;4;5.0;15.0;28.25
262487617195633;5;4.2;18.4;16.666666666666668
262487617195633;6;5.75;29.0;28.4
263354257009082;0;4.25;2.2;5.5
263354257009082;1;3.6666666666666665;3.0;1.0
263354257009082;2;2.5;2.6666666666666665;1.0
263354257009082;3;3.0;5.5;1.0
263354257009082;4;1.75;5.666666666666667;2.0
263354257009082;5;1.6666666666666667;2.0;
263354257009082;6;3.0;2.3333333333333335;5.0
266891076744477;0;3.8333333333333335;2.75;2.2
266891076744477;1;3.2;2.75;4.75
266891076744477;2;4.8;2.6666666666666665;2.0
266891076744477;3;2.25;1.6666666666666667;2.0
266891076744477;4;4.5;2.6;4.666666666666667
266891076744477;5;2.75;4.75;2.6666666666666665
266891076744477;6;2.0;5.25;3.3333333333333335
266934423457878;0;4.0;5.5;3.75
266934423457878;1;5.0;5.5;4.25
266934423457878;2;3.2;5.0;2.3333333333333335
266934423457878;3;5.25;4.333333333333333;1.75
266934423457878;4;3.0;9.0;5.666666666666667
266934423457878;5;3.75;3.25;3.0
266934423457878;6;7.666666666666667;3.5;3.0
266976133317536;0;4.0;1.0;2.0
266976133317536;1;3.3333333333333335;;
266976133317536;2;1.0;3.0;1.0
266976133317536;3;3.0;5.0;1.0
266976133317536;5;1.0;;
266976133317536;6;;;1.0
267344626707567;0;9.6;21.833333333333332;7.4
267344626707567;1;8.0;19.8;6.4
267344626707567;2;7.8;5.6;6.5
267344626707567;3;8.0;11.0;7.333333333333333
267344626707567;4;7.8;13.75;2.75
267344626707567;5;7.5;22.5;6.0
267344626707567;6;9.4;13.2;9.2
267723606727199;0;1.0;3.5;3.8
267723606727199;1;5.0;4.2;8.0
267723606727199;2;1.6;2.0;2.0
267723606727199;3;3.25;1.3333333333333333;3.75
267723606727199;4;2.75;3.25;4.5
267723606727199;5;3.3333333333333335;3.5;2.0
267723606727199;6;1.6666666666666667;2.75;1.0
273068522808308;0;10.6;21.0;9.0
273068522808308;1;11.0;6.6;6.666666666666667
273068522808308;2;8.5;11.0;5.8
273068522808308;3;9.6;11.2;6.4
273068522808308;4;10.0;9.4;7.25
273068522808308;5;14.8;11.0;7.4
273068522808308;6;18.25;14.6;13.166666666666666
274495066093923;0;6.75;4.333333333333333;4.0
274495066093923;1;6.25;3.8;
274495066093923;2;6.0;1.8;2.0
274495066093923;3;9.25;2.0;1.5
274495066093923;4;6.0;2.3333333333333335;3.25
274495066093923;5;10.0;3.3333333333333335;2.6666666666666665
274495066093923;6;6.0;2.3333333333333335;2.0
277557142343728;0;14.4;3.25;5.333333333333333
277557142343728;1;9.5;13.333333333333334;5.2
277557142343728;2;16.25;12.5;7.666666666666667
277557142343728;3;17.75;2.6;6.333333333333333
277557142343728;4;8.5;3.0;2.3333333333333335
277557142343728;5;7.0;6.333333333333333;2.25
277557142343728;6;3.6666666666666665;3.5;4.666666666666667
282146798478014;0;2.2;3.0;5.6
282146798478014;1;2.6;7.6;8.2
282146798478014;2;1.6;1.25;1.0
282146798478014;3;3.0;2.75;2.0
282146798478014;4;2.5;2.6666666666666665;9.0
282146798478014;5;2.6666666666666665;3.0;3.0
282146798478014;6;5.0;7.0;2.2
282709961819064;0;6.25;3.6;5.666666666666667
282709961819064;1;2.5;1.3333333333333333;1.0
282709961819064;2;2.75;4.0;2.0
282709961819064;3;5.0;5.75;4.0
282709961819064;4;2.5;7.0;6.4
282709961819064;5;5.333333333333333;2.0;6.333333333333333
282709961819064;6;4.0;1.75;10.25
283641161989443;0;16.8;11.2;2.5
283641161989443;1;3.4;6.5;4.0
283641161989443;2;12.666666666666666;21.0;4.833333333333333
283641161989443;3;10.5;13.2;6.75
283641161989443;4;12.0;13.4;7.0
283641161989443;5;7.2;13.4;3.8
283641161989443;6;9.333333333333334;17.4;4.0
284608121551926;0;1.75;2.5;2.3333333333333335
284608121551926;1;1.5;8.75;1.5
284608121551926;2;2.4;2.8;1.0
284608121551926;3;1.75;2.25;4.333333333333333
284608121551926;4;4.333333333333333;1.6666666666666667;1.75
284608121551926;5;1.3333333333333333;3.0;1.0
284608121551926;6;1.6666666666666667;1.6666666666666667;3.6666666666666665
285339518468700;0;6.4;3.0;2.8
285339518468700;1;5.8;2.25;1.75
285339518468700;2;5.8;4.2;4.5
285339518468700;3;6.75;4.75;5.666666666666667
285339518468700;4;7.75;4.5;3.6666666666666665
285339518468700;5;8.25;4.333333333333333;3.3333333333333335
285339518468700;6;6.0;3.4;5.0
285831164881906;0;17.8;27.0;14.2
285831164881906;1;10.6;11.4;4.166666666666667
285831164881906;2;9.6;10.0;11.75
285831164881906;3;11.0;13.0;6.0
285831164881906;4;9.333333333333334;11.5;7.0
285831164881906;5;8.25;17.8;14.0
285831164881906;6;10.2;25.5;24.666666666666668
285931894777178;0;6.0;2.6666666666666665;13.5
285931894777178;1;2.5;2.0;1.0
285931894777178;2;14.833333333333334;45.4;20.0
285931894777178;3;12.0;56.0;14.666666666666666
285931894777178;4;24.75;44.25;6.25
285931894777178;5;18.5;71.75;9.0
285931894777178;6;23.25;33.4;5.6
286138811490367;0;6.0;2.0;6.5
286138811490367;1;3.3333333333333335;1.0;2.0
286138811490367;2;1.0;1.0;1.6666666666666667
286138811490367;3;1.0;3.0;10.0
286138811490367;4;1.3333333333333333;1.0;3.0
286138811490367;5;1.0;1.0;1.0
286138811490367;6;;1.5;2.3333333333333335
288087564950165;0;2.3333333333333335;4.6;6.75
288087564950165;1;22.75;16.0;8.666666666666666
288087564950165;2;7.5;4.5;2.3333333333333335
288087564950165;3;5.5;2.75;2.0
288087564950165;4;5.0;4.666666666666667;5.75
288087564950165;5;4.5;2.75;3.3333333333333335
288087564950165;6;8.333333333333334;8.666666666666666;10.0
289378421171065;0;1.0;1.0;3.5
289378421171065;1;2.0;3.3333333333333335;3.3333333333333335
289378421171065;2;1.6;1.0;3.0
289378421171065;3;3.5;2.6666666666666665;3.0
289378421171065;4;3.5;2.6666666666666665;
289378421171065;5;1.0;3.6666666666666665;2.0
289378421171065;6;2.0;2.6;2.0
290450058008955;0;1.0;;
290450058008955;1;1.0;2.0;
290924514599333;0;2.6;2.8333333333333335;4.0
290924514599333;1;4.2;11.0;3.75
290924514599333;2;6.4;4.0;4.0
290924514599333;3;2.75;5.0;4.0
290924514599333;4;3.6666666666666665;5.75;2.0
290924514599333;5;4.75;8.0;2.3333333333333335
290924514599333;6;4.333333333333333;5.8;4.25
292732984409445;0;5.833333333333333;8.4;2.0
292732984409445;1;4.0;3.25;1.6666666666666667
292732984409445;2;3.75;2.0;6.5
292732984409445;3;5.666666666666667;7.75;2.0
292732984409445;4;5.5;11.75;3.25
292732984409445;5;3.25;19.25;3.0
292732984409445;6;8.25;14.2;2.3333333333333335
294206164259557;0;6.0;2.0;
294206164259557;1;6.666666666666667;9.0;1.5
294206164259557;2;;1.0;1.0
294206164259557;3;2.0;1.0;3.0
294206164259557;4;4.0;1.0;1.0
294206164259557;5;;;
294206164259557;6;2.5;1.0;1.0
294409667326725;0;2.25;11.6;3.6
294409667326725;1;2.4;14.2;3.0
294409667326725;2;3.75;2.75;1.3333333333333333
294409667326725;3;2.0;2.0;3.0
294409667326725;4;2.0;3.75;12.5
294409667326725;5;4.0;3.0;11.333333333333334
294409667326725;6;2.5;3.75;11.6
295538173799239;0;2.25;2.25;1.25
295538173799239;1;1.0;2.5;3.0
295538173799239;2;1.2;2.0;1.0
295538173799239;3;1.6666666666666667;1.3333333333333333;1.5
295538173799239;4;1.0;1.6666666666666667;2.5
295538173799239;5;2.0;1.3333333333333333;1.6666666666666667
295538173799239;6;3.0;1.25;2.4
298276876950813;0;7.75;8.166666666666666;8.2
298276876950813;1;11.25;10.25;2.6666666666666665
298276876950813;2;6.25;3.8;5.666666666666667
298276876950813;3;5.75;5.75;2.6666666666666665
298276876950813;4;3.5;5.5;4.75
298276876950813;5;5.75;10.333333333333334;9.5
298276876950813;6;6.25;11.0;5.0
299857240115221;0;3.2;6.0;3.5
299857240115221;1;3.2;5.8;3.4
299857240115221;2;3.2;6.2;2.4
299857240115221;3;3.0;5.5;4.25
299857240115221;4;3.75;4.75;1.6666666666666667
299857240115221;5;3.75;4.75;4.25
299857240115221;6;6.666666666666667;5.2;4.2
301801246585518;0;6.4;4.333333333333333;6.6
301801246585518;1;9.6;7.4;3.0
301801246585518;2;6.0;7.0;4.2
301801246585518;3;6.75;6.25;3.6
301801246585518;4;5.0;4.75;4.5
301801246585518;5;7.75;3.2857142857142856;5.4
301801246585518;6;5.0;5.0;7.4
303752249731554;0;3.0;2.0;2.0
303752249731554;1;4.666666666666667;2.0;2.5
303752249731554;2;4.333333333333333;3.3333333333333335;2.3333333333333335
303752249731554;3;1.3333333333333333;4.0;1.5
303752249731554;4;1.0;2.6666666666666665;2.0
303752249731554;5;2.3333333333333335;1.5;
303752249731554;6;3.5;1.3333333333333333;1.5
307012889399663;0;1.5;1.0;
307012889399663;1;6.0;1.0;
307012889399663;2;1.0;1.3333333333333333;1.0
307012889399663;3;;4.0;2.0
307012889399663;4;1.6666666666666667;;2.0
307012889399663;5;1.0;2.3333333333333335;1.0
307012889399663;6;1.0;1.0;3.0
308030709283108;0;45.75;25.8;14.5
308030709283108;1;21.4;14.0;13.6
308030709283108;2;22.6;16.5;15.2
308030709283108;3;28.75;16.0;22.0
308030709283108;4;30.25;17.5;20.75
308030709283108;5;36.0;15.333333333333334;18.5
308030709283108;6;37.333333333333336;21.0;21.0
308448056024419;0;7.0;13.5;2.0
308448056024419;1;3.5;3.6;2.6666666666666665
308448056024419;2;2.0;2.0;2.3333333333333335
308448056024419;3;6.0;1.0;1.0
308448056024419;4;1.5;1.0;2.0
308448056024419;5;2.5;1.0;2.0
308448056024419;6;1.8;1.0;1.5
308529469498331;0;10.2;15.6;13.4
308529469498331;1;5.833333333333333;9.5;10.0
308529469498331;2;10.0;15.6;5.8
308529469498331;3;8.75;19.0;12.8
308529469498331;4;9.25;15.75;9.8
308529469498331;5;10.0;15.0;9.5
308529469498331;6;7.833333333333333;12.5;10.833333333333334
308878779183867;0;4.0;3.2;2.3333333333333335
308878779183867;1;2.5;2.0;2.5
308878779183867;2;3.4;5.6;1.6666666666666667
