codigo_concorrente;dias_semana;manha;tarde;noite
139303162944203;6;6.0;30.6;30.2
141010206230987;0;2.5;2.0;1.0
141010206230987;1;4.0;2.0;
141010206230987;2;1.0;;1.0
141010206230987;3;3.0;;
141010206230987;4;;2.0;
141010206230987;5;2.0;;
141010206230987;6;2.6666666666666665;;7.0
141577656040823;0;3.0;1.0;1.5
141577656040823;1;3.4;3.3333333333333335;1.0
141577656040823;2;7.5;1.5;3.2
141577656040823;3;4.5;3.75;1.5
141577656040823;4;4.25;2.5;7.0
141577656040823;5;2.0;2.0;1.0
141577656040823;6;5.5;2.0;2.0
142899949228586;0;6.5;4.0;6.6
142899949228586;1;7.4;7.75;4.75
142899949228586;2;7.4;6.666666666666667;4.0
142899949228586;3;6.0;5.25;5.0
142899949228586;4;5.0;4.333333333333333;4.0
142899949228586;5;6.75;4.25;5.0
142899949228586;6;6.2;3.6666666666666665;4.0
143723125818125;0;1.8;1.6666666666666667;1.0
143723125818125;1;2.75;2.0;2.25
143723125818125;2;3.75;5.666666666666667;2.3333333333333335
143723125818125;3;2.5;3.5;2.0
143723125818125;4;1.5;5.25;5.25
143723125818125;5;4.0;1.5;3.0
143723125818125;6;4.5;7.5;5.25
144647242264049;0;4.8;6.0;2.2
144647242264049;1;1.5;2.0;2.0
144647242264049;2;3.6;2.6666666666666665;2.5
144647242264049;3;4.25;2.0;4.25
144647242264049;4;9.0;3.75;3.0
144647242264049;5;3.3333333333333335;3.75;2.25
144647242264049;6;6.0;3.75;2.3333333333333335
146521182185541;0;4.0;8.2;4.6
146521182185541;1;2.3333333333333335;6.4;4.6
146521182185541;2;2.5;6.6;5.25
146521182185541;3;5.25;4.2;2.3333333333333335
146521182185541;4;5.75;5.2;4.0
146521182185541;5;6.2;5.5;4.0
146521182185541;6;2.4;10.5;3.5
146633615723376;0;1.0;1.0;
146633615723376;1;1.0;;
146633615723376;2;;1.0;
146633615723376;3;;;
146633615723376;4;1.0;1.0;
146633615723376;5;1.0;1.0;1.0
146633615723376;6;1.0;2.5;
147986501954727;0;5.0;5.333333333333333;
147986501954727;1;;5.0;8.0
147986501954727;2;11.0;15.0;8.0
147986501954727;3;16.5;10.75;7.5
147986501954727;4;18.2;8.4;8.5
147986501954727;5;7.4;5.8;7.0
147986501954727;6;9.4;3.8;3.0
148895052232036;0;2.5;1.4;1.6666666666666667
148895052232036;1;2.2;2.0;3.0
148895052232036;2;1.5;2.0;1.3333333333333333
148895052232036;3;2.5;1.75;1.5
148895052232036;4;1.5;2.3333333333333335;1.0
148895052232036;5;1.0;2.0;1.75
148895052232036;6;1.5;1.5;1.5
149197395242847;0;9.4;12.2;16.0
149197395242847;1;8.6;7.6;4.5
149197395242847;2;3.2;6.6;2.6
149197395242847;3;9.0;7.75;15.333333333333334
149197395242847;4;3.4;10.75;11.25
149197395242847;5;5.75;10.0;11.6
149197395242847;6;3.4;12.5;15.6
150580002155694;0;2.75;3.25;3.5
150580002155694;1;5.6;3.3333333333333335;1.3333333333333333
150580002155694;2;2.6666666666666665;1.75;2.0
150580002155694;3;2.5;2.6666666666666665;2.0
150580002155694;4;2.0;2.0;1.3333333333333333
150580002155694;5;1.0;2.5;5.25
150580002155694;6;1.0;2.0;5.333333333333333
151157235076426;0;2.0;2.0;3.0
151157235076426;1;1.0;1.0;10.0
151157235076426;2;2.25;1.0;1.5
151157235076426;3;1.6666666666666667;;1.0
151157235076426;4;3.0;3.0;1.0
151157235076426;5;4.666666666666667;2.3333333333333335;2.5
151157235076426;6;3.25;4.0;3.0
151666081896076;0;2.5;3.2;2.0
151666081896076;1;1.5;2.5;1.75
151666081896076;2;1.0;3.0;1.5
151666081896076;3;2.0;2.75;2.6666666666666665
151666081896076;4;1.0;2.0;1.0
151666081896076;5;1.0;1.0;2.3333333333333335
151666081896076;6;3.3333333333333335;1.6666666666666667;2.25
154333251569658;0;3.2;4.5;1.6666666666666667
154333251569658;1;3.75;1.3333333333333333;1.0
154333251569658;2;7.2;8.166666666666666;3.3333333333333335
154333251569658;3;3.0;4.75;3.6666666666666665
154333251569658;4;3.25;4.5;2.5
154333251569658;5;3.75;4.25;4.5
154333251569658;6;3.75;8.25;1.6
154720331253440;0;2.75;4.4;3.0
154720331253440;1;3.0;4.333333333333333;2.0
154720331253440;2;1.75;4.2;2.0
154720331253440;3;4.0;2.3333333333333335;3.0
154720331253440;4;1.6666666666666667;6.0;1.25
154720331253440;5;3.5;4.75;2.3333333333333335
154720331253440;6;1.75;5.6;9.0
156801481030698;0;2.4;3.75;7.0
156801481030698;1;1.75;;1.5
156801481030698;2;1.6666666666666667;2.6666666666666665;1.3333333333333333
156801481030698;3;1.3333333333333333;5.75;2.3333333333333335
156801481030698;4;2.5;2.0;2.0
156801481030698;5;3.0;3.5;1.0
156801481030698;6;3.75;6.2;5.0
157495927755487;2;1.5;;
157495927755487;3;1.0;1.0;
157495927755487;4;3.0;;1.0
157495927755487;5;4.0;;1.0
157495927755487;6;1.0;1.0;
157859867611268;0;19.8;12.4;12.2
157859867611268;1;13.4;19.4;3.2
157859867611268;2;13.6;10.2;1.3333333333333333
157859867611268;3;5.25;10.75;3.5
157859867611268;4;7.25;11.666666666666666;7.333333333333333
157859867611268;5;3.4;14.5;3.5
157859867611268;6;11.0;12.0;7.0
158707307594683;0;1.6;3.0;2.5
158707307594683;1;1.0;2.4;4.25
158707307594683;2;2.0;1.3333333333333333;2.75
158707307594683;3;1.0;1.0;1.75
158707307594683;4;1.5;2.0;3.25
158707307594683;5;3.0;3.2;2.75
158707307594683;6;3.2;2.25;2.4
159268730855161;0;9.6;9.833333333333334;8.666666666666666
159268730855161;1;6.2;7.2;6.0
159268730855161;2;11.8;16.8;8.0
159268730855161;3;8.8;14.0;7.0
159268730855161;4;10.5;13.8;12.75
159268730855161;5;11.4;10.6;8.2
159268730855161;6;7.6;11.6;12.4
161559503985394;0;6.0;3.75;7.2
161559503985394;1;5.6;5.25;6.6
161559503985394;2;4.0;3.0;4.0
161559503985394;3;4.25;4.0;1.6666666666666667
161559503985394;4;2.3333333333333335;1.6666666666666667;6.0
161559503985394;5;2.6666666666666665;2.0;2.6666666666666665
161559503985394;6;3.5;2.0;8.0
161775704022448;0;7.0;2.75;2.6666666666666665
161775704022448;1;4.5;2.0;2.5
161775704022448;2;5.0;2.75;6.5
161775704022448;3;5.666666666666667;4.0;6.5
161775704022448;4;6.25;8.0;4.0
161775704022448;5;8.5;7.0;8.0
161775704022448;6;4.5;6.5;1.0
163361197491867;0;1.5;3.4;3.0
163361197491867;1;1.0;5.666666666666667;5.0
163361197491867;2;5.0;2.8;2.75
163361197491867;3;4.333333333333333;2.25;5.0
163361197491867;4;2.0;3.6666666666666665;3.0
163361197491867;5;1.6666666666666667;2.0;2.0
163361197491867;6;2.0;3.0;1.6666666666666667
165879833536205;0;9.333333333333334;4.5;4.0
165879833536205;1;6.0;4.0;3.25
165879833536205;2;4.0;2.0;1.75
165879833536205;3;3.0;2.25;3.5
165879833536205;4;7.0;4.333333333333333;4.5
165879833536205;5;5.0;3.75;3.3333333333333335
165879833536205;6;3.6;3.3333333333333335;1.5
166006256797834;0;1.0;;
166006256797834;3;;1.0;1.0
166006256797834;4;2.0;1.0;1.0
166622033514420;0;4.0;7.2;6.0
166622033514420;1;4.6;3.6666666666666665;2.3333333333333335
166622033514420;2;3.8;3.6666666666666665;6.0
166622033514420;3;5.0;8.0;1.0
166622033514420;4;5.5;8.0;1.5
166622033514420;5;7.0;3.0;1.0
166622033514420;6;4.0;6.5;2.5
167221186704480;0;2.25;9.4;15.0
167221186704480;1;1.0;4.4;4.0
167221186704480;2;1.25;1.5;3.0
167221186704480;3;2.5;13.25;13.75
167221186704480;4;1.0;10.0;11.5
167221186704480;5;2.5;8.75;11.0
167221186704480;6;2.6666666666666665;10.75;7.0
168118636898128;0;1.0;;
168118636898128;2;3.0;3.0;11.5
168118636898128;3;2.0;2.0;1.0
168118636898128;4;2.6666666666666665;4.5;6.0
168118636898128;5;4.5;4.333333333333333;1.3333333333333333
168118636898128;6;1.6666666666666667;3.3333333333333335;
173895859334279;0;13.2;14.666666666666666;9.4
173895859334279;1;4.0;9.6;5.0
173895859334279;2;15.0;13.6;8.0
173895859334279;3;15.2;17.75;12.0
173895859334279;4;23.0;25.75;7.8
173895859334279;5;33.5;17.2;5.5
173895859334279;6;25.2;25.6;5.0
176514329479587;0;5.8;2.4;2.75
176514329479587;1;1.6666666666666667;3.6666666666666665;3.0
176514329479587;2;5.6;3.5;2.3333333333333335
176514329479587;3;4.75;7.75;1.3333333333333333
176514329479587;4;4.0;6.333333333333333;4.75
176514329479587;5;4.75;6.333333333333333;5.0
176514329479587;6;4.75;6.0;1.6666666666666667
177040785980309;0;6.2;37.5;56.4
177040785980309;1;4.2;47.833333333333336;20.333333333333332
177040785980309;2;6.5;29.0;24.4
177040785980309;3;6.25;26.0;23.25
177040785980309;4;9.5;30.0;38.0
177040785980309;5;7.666666666666667;29.0;29.0
177040785980309;6;5.2;23.8;30.833333333333332
177627349429095;0;3.0;1.6;3.0
177627349429095;1;2.0;1.75;7.6
177627349429095;2;2.0;5.0;3.3333333333333335
177627349429095;3;2.5;4.5;2.5
177627349429095;4;4.5;9.0;2.0
177627349429095;5;5.75;8.5;2.5
177627349429095;6;1.0;7.0;2.8
179722525406439;0;3.0;11.8;4.4
179722525406439;1;5.5;11.0;
179722525406439;2;5.0;1.0;
179722525406439;3;1.0;4.333333333333333;
179722525406439;4;;1.0;1.0
179722525406439;5;1.6666666666666667;3.5;
179722525406439;6;1.0;2.5;9.25
180373232158867;0;5.0;5.5;2.5
180373232158867;1;3.4;3.6666666666666665;4.0
180373232158867;2;4.0;2.75;2.75
180373232158867;3;3.8;3.6666666666666665;3.0
180373232158867;4;5.0;2.1666666666666665;1.5
180373232158867;5;6.0;4.2;1.6
180373232158867;6;4.0;2.5;4.5
180638218648675;0;3.2;2.75;2.0
180638218648675;1;2.0;1.8;2.6666666666666665
180638218648675;2;6.75;3.4;1.3333333333333333
180638218648675;3;3.25;3.0;4.333333333333333
180638218648675;4;5.75;3.0;3.0
180638218648675;5;2.5;4.0;1.6
180638218648675;6;3.8;3.0;4.666666666666667
183804081660630;0;6.4;6.4;8.5
183804081660630;1;7.0;12.4;4.0
183804081660630;2;11.0;9.0;2.0
183804081660630;3;4.75;7.2;3.75
183804081660630;4;5.6;13.25;3.6
183804081660630;5;6.5;5.5;7.0
183804081660630;6;11.6;8.2;7.2
184238518739736;0;1.6666666666666667;2.3333333333333335;1.3333333333333333
184238518739736;1;1.0;1.3333333333333333;2.0
184238518739736;2;1.5;1.0;
184238518739736;3;2.0;1.0;3.0
184238518739736;4;1.0;2.3333333333333335;1.0
184238518739736;5;1.6666666666666667;1.0;1.0
184238518739736;6;1.0;1.5;1.0
184240565286545;0;32.0;1.6666666666666667;2.0
184240565286545;1;7.0;4.0;2.0
184240565286545;2;4.666666666666667;3.6666666666666665;9.0
184240565286545;3;1.0;1.5;5.0
184240565286545;4;2.0;6.0;
184240565286545;5;2.0;2.0;1.5
184240565286545;6;4.5;2.6666666666666665;4.333333333333333
184681251576131;0;2.3333333333333335;3.8;5.666666666666667
184681251576131;1;2.5;11.0;2.0
184681251576131;2;1.0;1.3333333333333333;1.0
184681251576131;3;3.0;1.0;1.0
184681251576131;4;2.0;3.0;1.0
184681251576131;5;1.3333333333333333;2.6666666666666665;1.0
184681251576131;6;1.5;2.0;1.5
184732858542122;0;3.75;5.0;5.2
184732858542122;1;5.6;5.75;2.5
184732858542122;2;5.0;4.0;13.0
184732858542122;3;6.5;3.75;2.5
184732858542122;4;1.75;3.5;2.0
184732858542122;5;2.3333333333333335;2.0;1.0
184732858542122;6;2.2;9.0;2.5
185329928170781;0;15.857142857142858;14.8;34.0
185329928170781;1;15.428571428571429;15.4;20.6
185329928170781;2;10.2;10.833333333333334;12.2
185329928170781;3;10.6;12.75;24.0
185329928170781;4;9.25;8.6;42.75
185329928170781;5;14.75;10.75;29.666666666666668
185329928170781;6;11.4;16.2;39.0
185621464833105;0;6.6;6.6;4.6
185621464833105;1;6.0;3.6;5.25
185621464833105;2;6.2;10.2;6.6
185621464833105;3;8.8;10.5;5.25
185621464833105;4;6.0;9.2;8.5
185621464833105;5;5.2;5.75;9.75
185621464833105;6;4.6;4.75;5.8
186227178089191;0;3.8;4.6;3.6666666666666665
186227178089191;1;2.6666666666666665;2.2;4.5
186227178089191;2;5.333333333333333;1.75;1.5
186227178089191;3;4.75;9.0;4.0
186227178089191;4;11.0;7.25;4.0
186227178089191;5;5.5;4.0;2.25
186227178089191;6;6.333333333333333;4.4;1.75
188007817914131;0;20.2;11.333333333333334;2.5714285714285716
188007817914131;1;7.833333333333333;8.8;7.25
188007817914131;2;12.6;18.2;7.2
188007817914131;3;17.5;17.5;11.4
188007817914131;4;25.0;27.6;9.8
188007817914131;5;17.0;15.25;6.75
188007817914131;6;23.6;15.8;9.4
188543754518547;0;1.8;10.6;3.5
188543754518547;1;;1.0;1.3333333333333333
188543754518547;2;2.0;4.6;1.75
188543754518547;3;2.3333333333333335;4.5;1.6666666666666667
188543754518547;4;3.0;7.25;5.5
188543754518547;5;3.25;2.75;10.0
188543754518547;6;2.6666666666666665;1.6666666666666667;2.5
189294777798062;0;1.3333333333333333;1.0;
189294777798062;1;1.0;1.0;
189294777798062;2;1.0;2.0;
189294777798062;3;2.0;;
189294777798062;4;;1.6666666666666667;
189294777798062;5;2.0;;1.0
189294777798062;6;;1.0;2.0
191656714191138;0;3.0;3.0;2.0
191656714191138;1;2.0;4.0;2.0
191656714191138;2;1.0;1.0;2.0
191656714191138;3;1.0;1.0;
191656714191138;4;1.0;1.0;2.0
191656714191138;5;1.5;3.0;4.0
191656714191138;6;;2.5;
192915440892439;0;;1.0;1.0
192915440892439;1;1.0;3.0;
192915440892439;2;7.0;4.0;6.0
192915440892439;3;15.0;1.0;1.0
192915440892439;5;;;1.0
192915440892439;6;;;1.0
193273247527869;0;4.25;2.8;3.5
193273247527869;1;1.5;2.5;4.75
193273247527869;2;3.5;6.4;8.5
193273247527869;3;2.5;6.0;8.0
193273247527869;4;6.25;2.5;6.0
193273247527869;5;3.0;7.333333333333333;4.75
193273247527869;6;3.5;7.666666666666667;5.25
193290747446532;0;5.0;7.666666666666667;4.75
193290747446532;1;2.3333333333333335;2.5;6.2
193290747446532;2;3.6666666666666665;1.0;1.6666666666666667
193290747446532;3;3.0;2.0;1.5
193290747446532;4;1.5;1.5;2.3333333333333335
193290747446532;5;2.6666666666666665;3.0;3.6666666666666665
193290747446532;6;3.5;2.3333333333333335;8.25
194213554269044;0;7.2;6.2;6.166666666666667
194213554269044;1;8.8;6.5;5.8
194213554269044;2;8.166666666666666;8.6;5.0
194213554269044;3;8.2;9.5;6.25
194213554269044;4;3.6666666666666665;10.0;11.5
194213554269044;5;7.75;6.0;5.4
194213554269044;6;5.6;7.2;6.8
195089804158185;0;2.0;2.5;1.6666666666666667
195089804158185;1;4.0;1.75;1.0
195089804158185;2;1.75;1.5;2.0
195089804158185;3;1.0;2.0;1.0
195089804158185;4;1.0;;1.0
195089804158185;5;1.3333333333333333;1.5;1.0
195089804158185;6;3.0;3.5;1.5
195655223793145;0;2.0;1.8;2.0
195655223793145;1;2.0;5.25;2.0
195655223793145;2;2.0;2.0;1.3333333333333333
195655223793145;3;1.3333333333333333;;1.3333333333333333
195655223793145;4;;1.5;
195655223793145;5;1.0;1.6666666666666667;1.5
195655223793145;6;1.0;2.3333333333333335;2.6666666666666665
196431447234520;0;3.0;7.2;4.2
196431447234520;1;5.666666666666667;9.25;2.3333333333333335
196431447234520;2;4.333333333333333;12.0;6.0
196431447234520;3;6.0;13.2;8.75
196431447234520;4;3.3333333333333335;13.5;6.5
196431447234520;5;5.75;10.6;5.6
196431447234520;6;3.0;6.5;5.5
198121033975866;0;7.0;2.0;7.8
198121033975866;1;4.25;2.5;5.2
198121033975866;2;3.0;2.5;1.5
198121033975866;3;6.75;6.0;2.5
198121033975866;4;2.25;2.0;4.5
198121033975866;5;2.4;3.25;5.333333333333333
198121033975866;6;4.25;5.333333333333333;2.5
198674690590939;0;4.6;7.8;1.3333333333333333
198674690590939;1;4.4;3.0;1.0
198674690590939;2;3.4;6.666666666666667;1.0
198674690590939;3;4.5;4.75;4.0
198674690590939;4;5.25;8.25;1.5
198674690590939;5;4.25;6.5;1.0
198674690590939;6;3.3333333333333335;5.333333333333333;3.25
199103773490349;0;3.0;3.4;4.0
199103773490349;1;6.0;5.5;2.2
199103773490349;2;3.75;3.4;4.75
199103773490349;3;3.25;8.75;2.0
